Record_ID,Country,Region,Device_Category,Device_Subcategory,Product_Name,Manufacturer,SKU_Code,Launch_Year,Market_Segment,Regulatory_Status,Units_Sold_2022,Units_Sold_2023,Units_Sold_2024,ASP_USD_2022,ASP_USD_2023,ASP_USD_2024,Revenue_2022_USD,Revenue_2023_USD,Revenue_2024_USD,YoY_Growth_2023,YoY_Growth_2024,CAGR_2022_2024,Market_Share_Pct,Competitor_Rank,Clinical_Trials,Patent_Status,Reimbursement_Coverage,Survey_Satisfaction_Score,Data_Quality_Flag
MD-0248,USA,North America,Neurology,Spinal Cord Stimulators,GE H Spinal Pro 981,GE Healthcare,SKU-NEU-5828,2018,Home Care,CE Marked,37639,35154,35380,10999.42,11002.56,11678.65,414007169.4,386783994.2,413190637.0,-0.066021945,0.006428856,-0.030473072,5.67,5,8,Expired,Full,3.3,Clean
MD-0249,France,Europe,Neurology,Deep Brain Stimulators,INTU Deep Pro 651,Intuitive Surgical,SKU-NEU-9289,2016,Ambulatory Surgery Center,FDA Approved,41114,50799,60918,3619.86,3798.36,3959.46,148826924.0,192952889.6,241202384.3,0.235564528,0.199196835,0.217244869,13.9,3,8,Licensed,Partial,4.4,Clean
MD-0250,UK,Europe,Orthopaedics,Trauma Plates,SMIT Trauma Pro 597,Smith+Nephew,SKU-ORT-6276,2011,Hospital,Conditional Approval,43681,38439,47119,1990.13,2121.65,2105.16,86930868.53,81554104.35,99193034.04,-0.12000641,0.225812326,0.038608198,15.14,11,0,Expired,Full,4.1,Review
MD-0251,Canada,North America,Diabetes Care,Blood Glucose Meters,MEDT Blood Pro 920,Medtronic,SKU-DIA-7002,2013,Long-Term Care,FDA Approved,1357,1721,1624,7396.51,7898.54,7731.05,10037064.07,13593387.34,12555225.2,0.268238762,-0.05636258,0.093964146,16.08,14,8,Active,Unknown,4.5,Clean
MD-0252,USA,North America,Wound Care,Compression Systems,GE H Compression Pro 294,GE Healthcare,SKU-WOU-1666,2021,Hospital,PMDA Approved,5607,7149,9166,1501.93,1576.68,1621.59,8421321.51,11271685.32,14863493.94,0.275013376,0.282137362,0.278570407,3.63,12,9,Expired,Partial,4.3,Clean
MD-0253,India,Asia Pacific,Ophthalmology,IOLs,INTU IOLs Pro 714,Intuitive Surgical,SKU-OPH-6864,2020,Home Care,Under Review,7322,6773,6306,6053.28,6096.42,6019.6,44322116.16,41291052.66,37959597.6,-0.074979514,-0.068950244,-0.071969775,17.94,14,5,Licensed,Unknown,4.1,Clean
MD-0254,India,Asia Pacific,Wound Care,Dressings,HOLO Dressings Pro 558,Hologic,SKU-WOU-6299,2019,Ambulatory Surgery Center,Conditional Approval,36258,34309,40984,13895.9,13867.41,14918.31,503837542.2,475776969.7,611412017.0,-0.053753654,0.194555364,0.063176208,5.48,1,11,Licensed,Full,3.1,Clean
MD-0255,Japan,Asia Pacific,Orthopaedics,Knee Implants,ZIMM Knee Pro 196,Zimmer Biomet,SKU-ORT-4635,2013,Outpatient Clinic,FDA Approved,45701,55757,70454,7693.51,7945.65,8206.88,351601100.5,443025607.1,578207523.5,0.220038949,0.263590222,0.241623649,5.14,15,5,Active,Pending,3.3,Clean
MD-0256,China,Asia Pacific,Diagnostics,Ultrasound,INTU Ultrasound Pro 945,Intuitive Surgical,SKU-DIA-5920,2011,Long-Term Care,Under Review,37794,47735,56347,10867.53,11489.36,11363.2,410727428.8,548444599.6,640282230.4,0.263031169,0.180412695,0.221023352,10.58,2,0,Active,Unknown,4.5,Clean
MD-0257,France,Europe,Orthopaedics,Trauma Plates,BECT Trauma Pro 678,Becton Dickinson,SKU-ORT-2974,2023,Ambulatory Surgery Center,Conditional Approval,1249,1417,1607,859.21,882.99,887.52,1073153.29,1251196.83,1426244.64,0.134507606,0.134086097,0.134296832,3.18,11,8,Expired,Unknown,4.4,Review
MD-0258,Brazil,Latin America,Wound Care,Negative Pressure Devices,STRY Negative Pro 508,Stryker,SKU-WOU-8076,2014,Home Care,CE Marked,9163,9174,9762,11192.46,11531.56,11518.66,102556511.0,105790531.4,112445158.9,0.00120048,0.064094179,0.032168399,10.29,8,12,Licensed,Partial,3.3,Review
MD-0259,Australia,Asia Pacific,Diagnostics,CT Scanners,STRY CT Pro 428,Stryker,SKU-DIA-2173,2014,Home Care,PMDA Approved,45374,57437,51137,10092.63,10260.06,10345.36,457942993.6,589307066.2,529030674.3,0.265857099,-0.109685394,0.061607773,17.78,10,12,Filed,Full,3.6,Review
MD-0260,Australia,Asia Pacific,Diagnostics,X-Ray,MEDT X-Ray Pro 989,Medtronic,SKU-DIA-4825,2013,Outpatient Clinic,CE Marked,48242,59518,53599,865.34,929.71,996.59,41745732.28,55334479.78,53416227.41,0.233738236,-0.099448906,0.05406087,2.45,8,5,Filed,Full,4.4,Review
MD-0261,USA,North America,Orthopaedics,Hip Implants,DEPU Hip Pro 784,DePuy Synthes,SKU-ORT-9814,2013,Ambulatory Surgery Center,Conditional Approval,34792,41321,45327,9364.48,10105.71,10575.2,325808988.2,417578042.9,479342090.4,0.187658082,0.096948283,0.141402424,9.72,5,9,Active,Pending,4.8,Clean
MD-0262,USA,North America,Orthopaedics,Hip Implants,INTU Hip Pro 119,Intuitive Surgical,SKU-ORT-5444,2010,Home Care,FDA Approved,4864,4985,4845,12788.64,13333.58,14201.21,62203944.96,66467896.3,68804862.45,0.024876645,-0.028084253,-0.001955036,9.4,12,3,Filed,Pending,5.0,Clean
MD-0263,France,Europe,Neurology,Deep Brain Stimulators,BOST Deep Pro 260,Boston Scientific,SKU-NEU-4258,2018,Home Care,Conditional Approval,47192,40569,39000,7964.76,8018.07,8124.5,375872953.9,325285081.8,316855500.0,-0.140341583,-0.03867485,-0.090928355,11.44,4,10,Active,Unknown,3.7,Clean
MD-0264,UK,Europe,Wound Care,Negative Pressure Devices,SMIT Negative Pro 633,Smith+Nephew,SKU-WOU-5221,2016,Hospital,Conditional Approval,18862,17947,18015,5923.06,5834.8,6128.22,111720757.7,104717155.6,110399883.3,-0.048510232,0.003788934,-0.022710432,7.96,5,3,Expired,Pending,4.1,Clean
MD-0265,France,Europe,Neurology,EEG Systems,STRY EEG Pro 888,Stryker,SKU-NEU-3270,2019,Long-Term Care,CE Marked,9551,9446,11026,7880.89,7761.71,8378.96,75270380.39,73317112.66,92386412.96,-0.010993613,0.167266568,0.074445946,9.83,12,5,Expired,Partial,3.1,Clean
MD-0266,Japan,Asia Pacific,Orthopaedics,Hip Implants,DEPU Hip Pro 255,DePuy Synthes,SKU-ORT-1483,2022,Outpatient Clinic,Under Review,27451,27080,32104,12334.39,12828.42,13485.46,338591339.9,347393613.6,432937207.8,-0.01351499,0.185524372,0.081435168,13.84,10,2,Expired,Full,3.4,Clean
MD-0267,UK,Europe,Diabetes Care,Insulin Pumps,PHIL Insulin Pro 482,Philips Healthcare,SKU-DIA-4804,2013,Hospital,PMDA Approved,5708,6619,7045,7559.75,7835.82,8214.46,43151053.0,51865292.58,57870870.7,0.159600561,0.064360175,0.11096024,3.37,4,7,Expired,Pending,3.9,Clean
MD-0268,India,Asia Pacific,Wound Care,Negative Pressure Devices,INSU Negative Pro 432,Insulet Corp,SKU-WOU-5421,2016,Ambulatory Surgery Center,CE Marked,13906,12233,15501,14785.13,15751.84,16128.21,205602017.8,192692258.7,250003383.2,-0.120307781,0.267146244,0.055792921,1.23,12,6,Licensed,Partial,3.8,Review
MD-0269,France,Europe,Neurology,Deep Brain Stimulators,GE H Deep Pro 745,GE Healthcare,SKU-NEU-2791,2017,Home Care,FDA Approved,16603,17987,18491,11040.79,11386.89,11691.76,183310236.4,204815990.4,216192334.2,0.083358429,0.028020237,0.055326674,15.98,13,4,Active,Partial,3.9,Clean
MD-0270,Brazil,Latin America,Diagnostics,X-Ray,ZIMM X-Ray Pro 812,Zimmer Biomet,SKU-DIA-1893,2021,Long-Term Care,CE Marked,30881,37781,39793,10853.57,10663.08,11256.59,335169095.2,402861825.5,447933485.9,0.22343836,0.053254281,0.135161526,0.94,8,6,Expired,Pending,3.6,Clean
MD-0271,China,Asia Pacific,Neurology,Deep Brain Stimulators,ZIMM Deep Pro 910,Zimmer Biomet,SKU-NEU-6309,2021,Ambulatory Surgery Center,FDA Approved,6476,5837,6141,5476.0,5627.25,5696.18,35462576.0,32846258.25,34980241.38,-0.09867202,0.052081549,-0.026208165,13.94,15,8,Expired,Pending,3.8,Clean
MD-0272,Australia,Asia Pacific,Wound Care,Skin Substitutes,BOST Skin Pro 234,Boston Scientific,SKU-WOU-3369,2012,Hospital,Under Review,20689,20467,24476,6721.56,6983.09,6863.9,139062354.8,142922903.0,168000816.4,-0.01073034,0.195876289,0.087678321,0.71,8,9,Expired,Full,4.5,Review
MD-0273,Canada,North America,Wound Care,Negative Pressure Devices,PHIL Negative Pro 660,Philips Healthcare,SKU-WOU-9084,2013,Ambulatory Surgery Center,Conditional Approval,43719,46520,48128,1237.1,1281.65,1277.7,54084774.9,59622358.0,61493145.6,0.064068254,0.034565778,0.049213325,1.46,6,0,Filed,Partial,3.4,Clean
MD-0274,Japan,Asia Pacific,Wound Care,Negative Pressure Devices,SMIT Negative Pro 709,Smith+Nephew,SKU-WOU-5889,2015,Hospital,FDA Approved,7636,7923,7370,10097.75,10473.59,10956.07,77106419.0,82982253.57,80746235.9,0.037585123,-0.069796794,-0.017571882,16.8,2,11,Expired,Pending,4.2,Clean
MD-0275,France,Europe,Orthopaedics,Trauma Plates,HOLO Trauma Pro 637,Hologic,SKU-ORT-2108,2022,Home Care,Conditional Approval,4754,4667,4249,10434.56,10436.5,10728.47,49605898.24,48707145.5,45585269.03,-0.018300379,-0.089565031,-0.054603964,10.5,11,9,Expired,Partial,3.1,Clean
MD-0276,Germany,Europe,Neurology,Neurostents,BECT Neurostents Pro 604,Becton Dickinson,SKU-NEU-6185,2014,Long-Term Care,Conditional Approval,41344,41725,37901,8461.38,8691.26,9034.6,349827294.7,362642823.5,342420374.6,0.009215364,-0.091647693,-0.042543419,3.89,2,11,Expired,Partial,3.6,Clean
MD-0277,Brazil,Latin America,Ophthalmology,IOLs,DEPU IOLs Pro 806,DePuy Synthes,SKU-OPH-4396,2022,Long-Term Care,Under Review,27634,24054,24230,12100.35,12019.97,12506.39,334381071.9,289128358.4,303029829.7,-0.129550554,0.00731687,-0.063614176,5.75,9,12,Filed,Unknown,3.1,Clean
MD-0278,USA,North America,Cardiovascular,Heart Valves,EDWA Heart Pro 585,Edwards Lifesciences,SKU-CAR-7488,2021,Long-Term Care,Conditional Approval,2408,2948,2763,12515.69,13409.95,13714.38,30137781.52,39532532.6,37892831.94,0.224252492,-0.06275441,0.071179373,8.56,14,7,Active,Partial,3.3,Clean
MD-0279,France,Europe,Neurology,Spinal Cord Stimulators,INSU Spinal Pro 918,Insulet Corp,SKU-NEU-1917,2023,Long-Term Care,PMDA Approved,37524,44136,43781,8061.49,8004.32,8367.75,302499350.8,353278667.5,366348462.8,0.176207227,-0.008043321,0.080160458,1.05,7,2,Filed,Full,3.6,Clean
MD-0280,Japan,Asia Pacific,Diabetes Care,Insulin Pens,BOST Insulin Pro 409,Boston Scientific,SKU-DIA-2914,2023,Outpatient Clinic,PMDA Approved,47020,40636,42108,7480.96,7452.09,7598.97,351754739.2,302823129.2,319977428.8,-0.135772012,0.036224038,-0.053673515,14.24,13,2,Expired,Unknown,3.2,Clean
MD-0281,Germany,Europe,Neurology,Deep Brain Stimulators,INTU Deep Pro 992,Intuitive Surgical,SKU-NEU-8907,2018,Ambulatory Surgery Center,CE Marked,22789,28842,34021,7878.24,8313.97,8195.6,179537211.4,239791522.7,278822507.6,0.265610602,0.179564524,0.221830335,8.54,12,3,Active,Partial,4.4,Clean
MD-0282,Germany,Europe,Cardiovascular,Heart Valves,INSU Heart Pro 691,Insulet Corp,SKU-CAR-1721,2020,Long-Term Care,FDA Approved,22342,23684,20623,7832.64,8165.44,8201.15,174996842.9,193390281.0,169132316.5,0.060066243,-0.129243371,-0.039240036,5.51,9,5,Filed,Partial,3.4,Clean
MD-0283,Brazil,Latin America,Ophthalmology,IOLs,ZIMM IOLs Pro 377,Zimmer Biomet,SKU-OPH-3446,2012,Outpatient Clinic,FDA Approved,1499,1920,2115,1580.51,1627.42,1676.94,2369184.49,3124646.4,3546728.1,0.280853903,0.1015625,0.187830218,1.75,10,9,Expired,Unknown,3.5,Clean
MD-0284,Canada,North America,Neurology,Deep Brain Stimulators,BOST Deep Pro 956,Boston Scientific,SKU-NEU-1475,2017,Hospital,FDA Approved,25639,22413,23352,2725.8,2822.77,2922.14,69886786.2,63266744.01,68237813.28,-0.12582394,0.041895329,-0.045641601,3.97,13,4,Licensed,Unknown,3.7,Clean
MD-0285,Germany,Europe,Wound Care,Dressings,PHIL Dressings Pro 247,Philips Healthcare,SKU-WOU-3159,2011,Home Care,FDA Approved,30357,30043,34248,11509.08,11759.52,12632.3,349381141.6,353291259.4,432631010.4,-0.010343578,0.139966049,0.062155695,16.55,6,6,Filed,Unknown,3.4,Clean
MD-0286,Brazil,Latin America,Neurology,Deep Brain Stimulators,ABBO Deep Pro 515,Abbott,SKU-NEU-8787,2011,Outpatient Clinic,Under Review,30727,37812,36942,5261.8,5436.57,5577.24,161679328.6,205567584.8,206034400.1,0.23057897,-0.023008569,0.096478504,14.37,9,8,Active,Unknown,4.3,Review
MD-0287,India,Asia Pacific,Diabetes Care,Insulin Pens,STRY Insulin Pro 680,Stryker,SKU-DIA-4992,2018,Ambulatory Surgery Center,Under Review,25653,22567,21296,10426.19,10607.88,11433.41,267463052.1,239388028.0,243485899.4,-0.120297821,-0.056321177,-0.088870856,1.86,15,2,Filed,Partial,4.3,Clean
MD-0288,Brazil,Latin America,Cardiovascular,Defibrillators,EDWA Defibrillators Pro 488,Edwards Lifesciences,SKU-CAR-2599,2023,Home Care,CE Marked,20687,26482,23339,1675.73,1775.52,1872.9,34665826.51,47019320.64,43711613.1,0.280127616,-0.118684389,0.062165925,2.08,14,10,Filed,Pending,4.3,Clean
MD-0289,Australia,Asia Pacific,Wound Care,Negative Pressure Devices,INTU Negative Pro 406,Intuitive Surgical,SKU-WOU-3403,2020,Ambulatory Surgery Center,Under Review,35316,34651,39051,6735.04,6685.35,7130.04,237854672.6,231654062.9,278435192.0,-0.018829992,0.126980462,0.051550964,6.52,2,11,Filed,Pending,5.0,Clean
MD-0290,USA,North America,Diabetes Care,Insulin Pens,HOLO Insulin Pro 212,Hologic,SKU-DIA-3089,2023,Outpatient Clinic,FDA Approved,24697,31006,39859,62.61,64.59,69.61,1546279.17,2002677.54,2774584.99,0.255456128,0.285525382,0.270401794,10.83,11,3,Filed,Full,3.9,Clean
MD-0291,India,Asia Pacific,Neurology,Spinal Cord Stimulators,BECT Spinal Pro 993,Becton Dickinson,SKU-NEU-9931,2013,Ambulatory Surgery Center,Under Review,9614,8986,9193,13871.01,14736.5,14544.47,133355890.1,132422189.0,133707312.7,-0.065321406,0.023035834,-0.022140248,0.77,12,0,Expired,Partial,3.1,Review
MD-0292,India,Asia Pacific,Diagnostics,MRI Systems,BOST MRI Pro 331,Boston Scientific,SKU-DIA-7813,2023,Home Care,Conditional Approval,28398,32102,33850,6390.66,6775.43,6858.89,181481962.7,217504853.9,232173426.5,0.130431721,0.054451436,0.091780816,9.22,12,9,Expired,Pending,3.0,Clean
MD-0293,Canada,North America,Orthopaedics,Trauma Plates,INSU Trauma Pro 245,Insulet Corp,SKU-ORT-9948,2019,Outpatient Clinic,FDA Approved,2981,3295,3845,1741.81,1781.82,1863.7,5192335.61,5871096.9,7165926.5,0.105333781,0.166919575,0.135709305,16.07,2,8,Filed,Pending,3.2,Clean
MD-0294,Brazil,Latin America,Ophthalmology,IOLs,SMIT IOLs Pro 580,Smith+Nephew,SKU-OPH-9834,2022,Long-Term Care,PMDA Approved,40676,35540,35703,11688.98,11941.18,12256.34,475460950.5,424389537.2,437588107.0,-0.126266103,0.004586382,-0.06312158,14.47,5,5,Filed,Pending,4.9,Clean
MD-0295,USA,North America,Ophthalmology,Tonometers,DEPU Tonometers Pro 596,DePuy Synthes,SKU-OPH-5267,2010,Home Care,Conditional Approval,11580,12828,14692,4411.71,4637.2,4512.01,51087601.8,59486001.6,66290450.92,0.107772021,0.145307141,0.126383241,14.22,5,8,Active,Partial,3.2,Clean
MD-0296,Australia,Asia Pacific,Orthopaedics,Spine Fixation,HOLO Spine Pro 901,Hologic,SKU-ORT-5209,2010,Hospital,Conditional Approval,11943,15042,17787,9904.38,10010.1,9902.93,118288010.3,150571924.2,176143415.9,0.259482542,0.182489031,0.220378749,15.59,6,2,Expired,Pending,4.6,Clean
MD-0297,Japan,Asia Pacific,Diabetes Care,Insulin Pumps,HOLO Insulin Pro 155,Hologic,SKU-DIA-9125,2022,Home Care,Under Review,16094,18464,21726,2550.88,2636.47,2801.52,41053862.72,48679782.08,60865823.52,0.147259848,0.176668111,0.161870939,7.48,5,0,Filed,Full,3.3,Review
MD-0298,Canada,North America,Diagnostics,X-Ray,SMIT X-Ray Pro 642,Smith+Nephew,SKU-DIA-7390,2017,Outpatient Clinic,CE Marked,35263,43783,37449,13911.98,14181.46,14814.44,490578150.7,620906863.2,554785963.6,0.241613022,-0.144668022,0.030529632,17.23,7,8,Active,Full,4.3,Clean
MD-0299,UK,Europe,Orthopaedics,Spine Fixation,ZIMM Spine Pro 445,Zimmer Biomet,SKU-ORT-2610,2014,Long-Term Care,Under Review,30719,36798,43682,11027.99,11411.32,11313.66,338768824.8,419913753.4,494203296.1,0.197890556,0.187075385,0.192470709,0.65,2,8,Expired,Unknown,3.0,Clean
MD-0300,India,Asia Pacific,Cardiovascular,Pacemakers,SMIT Pacemakers Pro 955,Smith+Nephew,SKU-CAR-8306,2015,Ambulatory Surgery Center,PMDA Approved,17008,15934,13713,1424.52,1528.85,1593.41,24228236.16,24360695.9,21850431.33,-0.063146754,-0.139387473,-0.102075928,2.01,10,11,Expired,Full,4.9,Clean
MD-0301,India,Asia Pacific,Ophthalmology,Laser Systems,INSU Laser Pro 537,Insulet Corp,SKU-OPH-2816,2021,Ambulatory Surgery Center,PMDA Approved,19804,20994,26689,9599.77,10286.12,10290.26,190113845.1,215946803.3,274636749.1,0.060088871,0.271267981,0.160886316,5.35,1,2,Filed,Unknown,4.6,Review
MD-0302,India,Asia Pacific,Orthopaedics,Knee Implants,ZIMM Knee Pro 653,Zimmer Biomet,SKU-ORT-5336,2012,Home Care,FDA Approved,32725,42239,39717,5919.88,6162.61,6051.24,193728073.0,260302483.8,240337099.1,0.290725745,-0.059707853,0.101662054,16.47,12,9,Licensed,Partial,4.3,Clean
MD-0303,Germany,Europe,Cardiovascular,Pacemakers,ABBO Pacemakers Pro 816,Abbott,SKU-CAR-5105,2022,Home Care,FDA Approved,33117,30367,34562,13996.76,14600.11,14590.01,463530700.9,443361540.4,504259925.6,-0.083038923,0.138143379,0.021583662,12.88,13,9,Filed,Pending,3.0,Review
MD-0304,Brazil,Latin America,Neurology,Spinal Cord Stimulators,HOLO Spinal Pro 467,Hologic,SKU-NEU-2148,2018,Ambulatory Surgery Center,FDA Approved,25693,32870,40038,7256.89,7491.99,8037.82,186451274.8,246261711.3,321818237.2,0.279336784,0.21807119,0.248328194,17.95,11,6,Filed,Unknown,3.1,Clean
MD-0305,France,Europe,Diabetes Care,Blood Glucose Meters,ABBO Blood Pro 209,Abbott,SKU-DIA-8530,2022,Outpatient Clinic,CE Marked,12074,13275,17063,9927.97,9956.52,10085.07,119870309.8,132172803.0,172081549.4,0.099469935,0.285348399,0.188781696,8.16,4,1,Filed,Pending,4.8,Clean
MD-0306,USA,North America,Diagnostics,MRI Systems,DEPU MRI Pro 116,DePuy Synthes,SKU-DIA-4907,2017,Home Care,FDA Approved,35925,40937,44001,14476.06,15334.43,16504.8,520052455.5,627745560.9,726227704.8,0.139512874,0.074846716,0.106707581,13.12,7,0,Active,Unknown,3.7,Clean
MD-0307,China,Asia Pacific,Wound Care,Dressings,SMIT Dressings Pro 146,Smith+Nephew,SKU-WOU-9791,2012,Long-Term Care,CE Marked,5220,4523,4132,9824.78,10039.3,10751.91,51285351.6,45407753.9,44426892.12,-0.133524904,-0.086447048,-0.110297307,1.37,5,0,Expired,Partial,3.3,Clean
MD-0308,Brazil,Latin America,Diabetes Care,Insulin Pumps,HOLO Insulin Pro 955,Hologic,SKU-DIA-2047,2023,Hospital,FDA Approved,33080,36974,41670,993.5,985.84,992.85,32864980.0,36450448.16,41372059.5,0.117714631,0.127008168,0.12235178,10.58,3,1,Licensed,Unknown,5.0,Clean
MD-0309,China,Asia Pacific,Wound Care,Negative Pressure Devices,PHIL Negative Pro 695,Philips Healthcare,SKU-WOU-3841,2015,Hospital,FDA Approved,18449,16854,17474,10459.62,10782.56,10979.37,192969529.4,181729266.2,191853511.4,-0.08645455,0.03678652,-0.026782857,11.56,7,1,Active,Partial,4.6,Clean
MD-0310,USA,North America,Neurology,Deep Brain Stimulators,MEDT Deep Pro 755,Medtronic,SKU-NEU-1118,2012,Hospital,Conditional Approval,19094,19806,24031,11599.81,12135.25,12046.39,221486772.1,240350761.5,289486798.1,0.037289201,0.213319196,0.121856898,3.55,12,6,Filed,Pending,3.5,Clean
MD-0311,Australia,Asia Pacific,Diagnostics,X-Ray,PHIL X-Ray Pro 470,Philips Healthcare,SKU-DIA-2442,2020,Outpatient Clinic,PMDA Approved,27945,23810,22763,1806.74,1857.91,1821.73,50489349.3,44236837.1,41468039.99,-0.147969225,-0.043973121,-0.097467827,4.14,1,12,Expired,Pending,4.3,Clean
MD-0312,Germany,Europe,Wound Care,Skin Substitutes,SMIT Skin Pro 731,Smith+Nephew,SKU-WOU-8772,2017,Ambulatory Surgery Center,CE Marked,44418,56197,49133,5494.69,5456.53,5443.72,244063140.4,306640616.4,267466294.8,0.265185285,-0.12570066,0.051736973,16.69,3,1,Licensed,Full,4.5,Clean
MD-0313,USA,North America,Neurology,Deep Brain Stimulators,ABBO Deep Pro 433,Abbott,SKU-NEU-4855,2021,Home Care,Conditional Approval,38495,38367,36043,10168.95,10228.19,10797.77,391453730.3,392424965.7,389184024.1,-0.003325107,-0.060572888,-0.032372274,15.72,7,3,Expired,Full,4.5,Clean
MD-0314,Germany,Europe,Neurology,Spinal Cord Stimulators,MEDT Spinal Pro 376,Medtronic,SKU-NEU-8141,2012,Ambulatory Surgery Center,Conditional Approval,30318,28199,28708,6893.22,6833.64,6898.18,208988644.0,192701814.4,198032951.4,-0.069892473,0.018050285,-0.026914067,10.45,5,2,Expired,Unknown,3.1,Clean
MD-0315,Germany,Europe,Wound Care,Dressings,SIEM Dressings Pro 666,Siemens Healthineers,SKU-WOU-7852,2012,Outpatient Clinic,CE Marked,19843,22256,26825,9588.09,9945.42,9832.97,190256469.9,221345267.5,263769420.3,0.121604596,0.205292955,0.162696056,9.06,4,6,Expired,Full,4.7,Clean
MD-0316,Brazil,Latin America,Wound Care,Dressings,ZIMM Dressings Pro 687,Zimmer Biomet,SKU-WOU-1237,2021,Home Care,CE Marked,16741,16695,18544,13382.75,13852.42,13663.84,224040617.8,231266151.9,253382249.0,-0.002747745,0.110751722,0.052473116,8.74,13,0,Active,Pending,3.1,Clean
MD-0317,USA,North America,Neurology,Spinal Cord Stimulators,SIEM Spinal Pro 402,Siemens Healthineers,SKU-NEU-2605,2017,Home Care,CE Marked,5945,6547,5601,10990.2,11808.89,11627.01,65336739.0,77312802.83,65122883.01,0.101261564,-0.144493661,-0.029362967,5.83,12,0,Expired,Full,4.0,Review
MD-0318,Australia,Asia Pacific,Ophthalmology,IOLs,SIEM IOLs Pro 172,Siemens Healthineers,SKU-OPH-8598,2022,Ambulatory Surgery Center,Under Review,12620,15212,15465,6991.22,7268.59,7738.45,88229196.4,110569791.1,119675129.3,0.205388273,0.016631607,0.106994045,7.95,5,8,Licensed,Unknown,3.1,Clean
MD-0319,Canada,North America,Diabetes Care,Insulin Pumps,INTU Insulin Pro 733,Intuitive Surgical,SKU-DIA-2326,2019,Outpatient Clinic,FDA Approved,34233,43660,50365,13325.27,13088.16,13221.86,456163967.9,571429065.6,665918978.9,0.27537756,0.153573065,0.21294732,10.28,2,5,Active,Unknown,3.4,Clean
MD-0320,China,Asia Pacific,Diagnostics,Ultrasound,STRY Ultrasound Pro 796,Stryker,SKU-DIA-9841,2011,Home Care,Conditional Approval,46561,43972,52118,3420.29,3450.38,3448.34,159252122.7,151720109.4,179720584.1,-0.055604476,0.185254253,0.057992822,6.54,8,0,Licensed,Unknown,3.1,Clean
MD-0321,Canada,North America,Wound Care,Negative Pressure Devices,SIEM Negative Pro 167,Siemens Healthineers,SKU-WOU-9714,2020,Long-Term Care,PMDA Approved,30120,34018,41160,14183.21,15019.56,16123.44,427198285.2,510935392.1,663640790.4,0.129415671,0.209947675,0.168988394,16.21,5,1,Expired,Pending,3.2,Clean
MD-0322,Germany,Europe,Diagnostics,Ultrasound,ABBO Ultrasound Pro 585,Abbott,SKU-DIA-3424,2017,Ambulatory Surgery Center,CE Marked,34623,44263,38075,6277.22,6560.1,7035.64,217336188.1,290369706.3,267881993.0,0.278427635,-0.139800737,0.048667016,0.88,4,7,Filed,Pending,4.5,Clean
MD-0323,USA,North America,Wound Care,Skin Substitutes,HOLO Skin Pro 962,Hologic,SKU-WOU-9513,2020,Outpatient Clinic,Under Review,38425,38588,44018,4928.28,5102.1,5340.14,189369159.0,196879834.8,235062282.5,0.00424203,0.140717321,0.070306628,16.22,5,4,Licensed,Pending,4.1,Clean
MD-0324,UK,Europe,Diagnostics,X-Ray,EDWA X-Ray Pro 286,Edwards Lifesciences,SKU-DIA-5720,2022,Hospital,CE Marked,23642,23121,29601,9298.52,9184.03,9449.31,219835609.8,212343957.6,279709025.3,-0.022037053,0.280264694,0.118951042,1.22,6,2,Expired,Partial,3.5,Clean
MD-0325,Japan,Asia Pacific,Neurology,Neurostents,EDWA Neurostents Pro 408,Edwards Lifesciences,SKU-NEU-4022,2013,Long-Term Care,FDA Approved,44117,43791,43998,5625.08,5790.37,5720.22,248161654.4,253566092.7,251678239.6,-0.007389442,0.004726999,-0.001349597,13.95,8,6,Active,Full,4.9,Clean
MD-0326,Japan,Asia Pacific,Cardiovascular,Heart Valves,SMIT Heart Pro 849,Smith+Nephew,SKU-CAR-5842,2017,Outpatient Clinic,Conditional Approval,44205,40500,44726,13607.87,13861.41,14496.35,601535893.4,561387105.0,648363750.1,-0.083814048,0.104345679,0.005875736,2.55,1,2,Licensed,Full,4.4,Review
MD-0327,Australia,Asia Pacific,Wound Care,Skin Substitutes,SIEM Skin Pro 123,Siemens Healthineers,SKU-WOU-6855,2011,Outpatient Clinic,FDA Approved,40355,45947,51118,3371.05,3616.88,3618.95,136038722.8,166184785.4,184993486.1,0.13857019,0.112542712,0.125481216,2.03,9,10,Active,Pending,4.3,Review
MD-0328,China,Asia Pacific,Neurology,Neurostents,PHIL Neurostents Pro 415,Philips Healthcare,SKU-NEU-9381,2010,Outpatient Clinic,Under Review,10195,11950,12457,5822.38,5655.52,5700.43,59359164.1,67583464.0,71010256.51,0.172143207,0.042426778,0.105383855,8.27,7,3,Licensed,Full,4.5,Review
MD-0329,UK,Europe,Diagnostics,X-Ray,DEPU X-Ray Pro 704,DePuy Synthes,SKU-DIA-7786,2012,Long-Term Care,Conditional Approval,6141,5616,5539,14826.32,15238.24,15343.32,91048431.12,85577955.84,84986649.48,-0.085490962,-0.013710826,-0.050278797,16.5,7,0,Licensed,Full,3.8,Clean
MD-0330,Canada,North America,Neurology,EEG Systems,STRY EEG Pro 857,Stryker,SKU-NEU-4047,2023,Home Care,PMDA Approved,36798,39401,48079,4564.79,4721.7,4836.68,167975142.4,186039701.7,232542737.7,0.07073754,0.220248217,0.143050994,3.2,5,0,Licensed,Partial,4.6,Review
